GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
31055006-34,2,31055006-34,1496,571,884,1734,790,916,1552,376,1086,1376,538,799,1373,563,810,1016,0,1016,1598,623,878,2027,1897,10,10,69,33,4,0,65,14,0,0,2866,2616,46,16,125,70,3,0,0,1809,1683,15,8,59,38,4,4,55,14,4,0,0,2531,2285,56,22,103,72,3,7,68,28,3,0,83,2738,2465,66,44,145,11,1,0,0,1904,1731,40,23,99,9,0,0,0,1909,1648,45,42,110,0,0,9,55,2701,2267,110,80,197,35,3,1909,1648,45,57,116,26,1
31055007-02,2,31055007-02,1180,588,560,1445,789,631,1279,487,713,1035,521,475,1036,563,473,696,0,696,1278,624,578,1882,1229,95,457,71,49,0,360,71,0,10,0,2892,1741,160,776,224,91,53,0,0,1658,980,184,388,69,35,0,318,69,0,0,10,0,2523,1387,265,662,203,79,54,569,136,0,0,0,166,2939,1924,139,751,106,41,10,0,0,1864,1362,74,360,56,16,3,0,0,2034,1210,154,486,86,7,12,2,77,3002,1554,252,1007,153,60,17,2034,1210,154,526,108,44,16
31055005-32,1,31055005-32,698,258,427,872,383,476,794,197,555,629,236,381,626,249,377,479,0,479,684,241,406,1584,1487,26,30,46,0,0,25,25,0,0,0,2407,2168,51,68,108,0,0,0,0,1283,1202,35,4,49,0,0,4,37,0,0,0,0,1832,1633,64,12,120,0,0,7,78,0,0,0,48,1795,1616,74,30,75,7,2,0,0,1196,1096,37,16,41,5,1,0,0,1053,914,35,11,51,0,0,0,42,1538,1301,62,34,102,29,1,1053,914,35,16,66,13,0
31055003-22,1,31055003-22,563,376,165,691,492,185,631,366,209,459,310,128,460,315,145,256,0,256,714,468,195,1487,727,446,270,25,12,0,260,25,2,10,0,3669,791,2161,633,63,61,24,0,0,1508,702,641,135,25,4,0,124,25,4,0,0,0,3856,806,2626,469,66,68,0,325,42,1,0,47,10,3749,1440,1793,424,44,127,3,0,0,2623,1215,1065,277,33,77,2,0,0,2394,701,1390,174,11,30,0,12,76,3764,830,2428,393,49,269,18,2394,701,1390,233,30,184,13
31055008-11,2,31055008-11,934,539,368,1127,686,425,1003,485,452,793,469,305,796,483,313,502,0,502,1101,634,397,1509,969,67,411,61,0,0,400,61,0,0,0,2308,1119,147,687,346,0,0,0,0,1253,838,91,277,48,0,0,260,48,0,0,0,0,2320,1019,192,451,659,0,0,437,626,0,0,0,47,1954,1199,104,568,85,26,6,0,0,1357,905,62,336,56,13,3,0,0,1703,884,142,369,261,8,0,4,35,2334,1093,254,579,415,41,5,1703,884,142,399,274,17,1
31055001-15,1,31055001-15,1316,799,470,1587,1030,512,1350,665,570,1208,752,398,1208,800,408,732,0,732,1379,767,495,2680,2238,225,192,9,0,10,182,9,0,0,0,3473,2643,470,336,19,0,9,0,0,2815,2397,181,145,4,86,1,145,4,0,1,0,0,3370,2768,323,165,9,87,27,160,9,0,3,0,109,3462,2866,235,263,73,50,8,0,0,2668,2297,145,147,54,35,5,0,0,2524,1970,196,188,41,23,1,4,101,3274,2374,342,388,96,104,2,2524,1970,196,222,65,76,1
31055002-20,2,31055002-20,572,497,67,705,608,89,629,491,95,517,440,63,517,452,65,219,0,219,624,553,55,1218,250,88,829,31,17,0,814,31,13,0,0,1916,298,247,1254,113,45,0,0,0,1504,270,191,1005,22,19,0,932,22,15,0,0,0,2720,311,633,1652,112,59,1,1520,112,13,1,0,133,1967,381,162,1405,15,49,8,0,0,1304,311,81,890,13,30,3,0,0,1535,298,138,883,150,11,1,3,51,2319,383,235,1429,264,96,7,1535,298,138,930,159,47,5
31055001-26,1,31055001-26,843,622,204,983,778,189,639,330,262,869,650,201,866,665,201,395,0,395,866,626,189,1181,1040,37,75,0,6,0,74,0,6,17,0,1622,1270,93,161,107,5,0,0,0,1162,988,70,81,0,0,0,80,0,0,0,20,0,1796,1228,124,393,72,0,0,366,48,0,0,0,28,1607,1447,47,64,39,17,3,0,0,1291,1183,36,45,20,9,2,0,0,1269,1061,57,46,29,9,0,2,65,1600,1301,85,102,69,47,6,1269,1061,57,62,54,32,4
3111900006P,3,3111900006P,910,177,715,1136,264,851,1062,138,859,782,161,608,785,174,611,666,0,666,977,174,748,1319,1222,43,33,0,27,0,27,0,25,0,0,1687,1489,126,36,0,38,0,0,0,1531,1445,23,39,0,16,0,33,0,16,0,0,0,1960,1774,123,42,0,22,0,34,0,20,0,0,8,1960,1854,43,18,22,18,0,0,0,1538,1476,22,6,13,6,0,0,0,1587,1428,86,7,33,7,0,4,22,2066,1832,123,19,44,45,0,1587,1428,86,9,35,27,0
31153000025,2,31153000025,1072,445,576,1392,655,687,1289,433,752,907,367,493,910,422,488,674,0,674,1055,388,563,3092,2209,328,385,76,36,14,343,61,12,31,0,4681,3170,630,627,276,102,68,0,0,3046,2180,251,385,62,68,24,258,34,14,24,79,0,4630,2988,573,757,312,189,70,299,103,16,23,15,615,4063,2935,395,499,199,107,36,0,0,2762,2073,239,305,115,60,20,0,0,3299,2270,358,334,74,7,19,10,227,4959,3278,634,676,229,173,54,3299,2270,358,428,143,100,33
31153000061,2,31153000061,3107,919,2108,4288,1505,2704,3934,717,3013,2611,804,1737,2617,875,1742,2059,0,2059,2663,735,1790,3164,3094,58,8,4,1,0,8,4,0,0,0,4656,4561,78,9,7,2,0,0,0,3415,3245,85,81,0,1,0,81,0,0,0,0,0,5149,4946,117,82,1,2,0,82,0,0,0,0,3,3312,3182,41,27,42,17,5,0,0,2308,2239,23,16,24,6,3,0,0,4965,4586,147,32,48,8,1,4,139,7384,6733,269,92,137,128,6,4965,4586,147,52,80,82,2
31153000021,2,31153000021,2019,697,1263,2372,979,1340,2125,497,1514,1863,635,1167,1860,697,1163,1433,0,1433,2027,683,1211,2871,2522,113,131,53,59,8,121,49,22,0,0,4015,3519,127,206,128,73,9,0,0,3035,2596,194,132,62,30,13,125,58,8,13,0,0,4340,3720,208,298,167,33,14,191,149,11,14,0,50,3832,3282,207,225,119,32,11,0,0,2723,2386,120,136,68,17,5,0,0,3173,2618,184,134,73,6,2,13,143,4200,3328,321,281,178,107,10,3173,2618,184,183,106,77,5
31055008-10,2,31055008-10,103,42,59,151,59,90,133,30,96,81,40,39,81,41,40,53,0,53,94,47,44,165,138,2,14,0,4,0,14,0,0,4,0,214,170,8,26,10,13,0,0,0,145,118,4,14,0,3,0,14,0,0,0,4,0,192,145,9,26,11,14,0,22,0,0,0,0,14,196,183,1,6,2,2,0,0,0,161,152,1,3,1,2,0,0,0,158,135,2,4,9,1,0,0,7,187,156,3,10,13,5,0,158,135,2,8,13,1,0
3111900011P,3,3111900011P,699,160,518,872,220,630,827,158,622,590,141,429,589,158,431,496,0,496,752,151,557,1071,963,44,6,37,8,0,0,37,8,0,0,1625,1193,232,16,180,16,0,0,0,1192,1092,53,5,26,15,0,0,23,15,0,0,0,1733,1242,224,56,196,27,0,45,191,16,0,0,16,2000,1523,377,55,14,42,4,0,0,1497,1226,220,30,7,26,4,0,0,1521,1233,213,12,14,10,0,8,31,2020,1533,370,31,33,54,0,1521,1233,213,13,20,34,0
31055005-31,1,31055005-31,1186,444,703,1406,622,744,1252,286,898,1091,431,625,1091,442,649,808,0,808,1213,464,673,1718,1589,77,5,43,0,0,0,36,0,0,0,2755,2528,109,40,79,0,0,0,0,1644,1524,73,5,39,6,0,0,32,4,0,0,0,2631,2340,103,31,147,7,0,21,141,2,0,0,27,2228,2052,71,21,83,10,4,0,0,1445,1349,36,9,47,5,1,0,0,1621,1455,66,12,42,0,3,5,38,2278,2004,105,43,83,23,5,1621,1455,66,21,46,16,3
31055006-17,2,31055006-17,973,351,591,1123,476,619,1006,252,694,889,330,532,886,341,545,675,0,675,1021,355,600,1106,1064,11,4,30,1,0,4,30,0,0,0,1512,1430,30,4,33,17,0,0,0,1654,1574,13,40,24,1,0,5,24,0,0,0,0,2310,2181,36,61,29,2,0,5,29,0,0,0,58,1695,1584,53,29,30,6,1,0,0,1256,1194,30,11,17,4,1,0,0,1259,1136,40,19,28,4,0,1,31,1680,1484,78,48,42,26,3,1259,1136,40,25,37,18,3
31055008-05,1,31055008-05,461,218,230,523,269,251,457,146,293,434,218,200,430,229,201,318,0,318,497,227,235,728,625,34,65,0,7,0,58,0,2,0,0,900,714,54,123,0,8,0,0,0,743,623,45,73,1,2,0,62,0,1,0,0,0,922,715,71,132,1,3,0,78,0,1,0,0,57,945,837,68,34,15,3,1,0,0,727,670,37,18,5,3,1,0,0,778,620,93,21,12,1,0,1,30,971,746,139,43,19,29,2,778,620,93,28,17,22,0
31055001-10,2,31055001-10,534,264,250,598,316,265,532,189,291,495,261,216,492,268,224,334,0,334,597,288,275,750,634,42,60,3,0,0,60,0,0,3,0,829,704,42,71,5,0,6,0,0,741,653,42,32,3,0,0,32,0,0,0,3,0,849,723,43,60,5,0,4,60,0,0,0,13,10,1112,926,32,122,16,18,1,0,0,894,759,20,84,15,16,1,0,0,885,691,48,100,17,8,1,0,20,1085,807,76,138,33,32,4,885,691,48,103,18,25,3
3104700004P,3,3104700004P,223,20,196,255,27,219,245,16,215,199,20,172,201,23,178,179,0,179,249,19,214,266,256,10,7,0,0,0,7,0,0,0,0,344,320,31,7,0,0,0,0,0,277,261,12,2,0,0,0,2,0,0,0,0,0,381,346,31,5,0,0,0,5,0,0,0,0,0,446,426,16,0,1,5,0,0,0,319,305,12,0,0,5,0,0,0,308,284,20,0,0,0,0,0,4,410,375,28,4,1,3,2,308,284,20,3,0,2,1
3104700006P,3,3104700006P,128,25,101,143,27,114,140,17,117,106,25,79,108,25,83,100,0,100,143,27,112,211,208,1,0,0,1,0,0,0,1,0,0,256,244,8,0,0,1,0,0,0,193,182,1,1,0,1,0,1,0,1,0,0,0,240,223,8,7,0,2,0,0,0,2,0,0,6,256,229,16,3,0,13,0,0,0,189,179,7,1,0,5,0,0,0,183,170,5,3,0,0,0,0,5,240,209,18,9,2,2,1,183,170,5,4,0,1,0
3100100007W,3,3100100007W,481,140,327,570,170,388,532,109,381,411,135,259,411,140,271,321,0,321,540,140,379,791,751,43,0,0,0,0,0,0,0,0,0,1038,926,95,13,0,0,0,0,0,793,764,30,0,0,0,0,0,0,0,0,0,0,977,901,66,8,0,0,0,8,0,0,0,0,0,1296,1158,83,15,37,8,0,0,0,993,909,46,8,28,7,0,0,0,969,871,72,4,7,0,0,0,15,1316,1123,143,23,11,11,0,969,871,72,6,10,6,0
31079000011,3,31079000011,852,283,544,1054,365,665,997,255,680,728,267,425,729,272,457,566,0,566,1023,326,635,1787,1612,110,40,0,25,0,40,0,15,0,0,2785,1968,671,124,0,22,0,0,0,1604,1495,59,44,0,10,0,44,0,0,0,0,0,2389,1764,525,93,0,8,0,74,0,0,0,0,27,2943,2361,476,51,29,44,6,0,0,2312,1979,261,31,22,26,4,0,0,2154,1476,562,38,27,5,0,5,41,2819,1766,876,82,40,80,0,2154,1476,562,47,31,57,0
3104700007P,3,3104700007P,112,12,98,139,11,126,125,15,103,108,17,89,107,12,95,98,0,98,133,14,114,174,173,1,0,0,1,0,0,0,1,0,0,216,211,4,0,0,1,0,0,0,161,159,1,1,0,1,0,1,0,1,0,0,0,202,187,3,2,0,2,0,0,0,2,0,0,2,216,193,15,0,0,2,6,0,0,171,158,9,0,0,2,2,0,0,184,176,8,0,0,0,0,0,0,231,216,13,1,3,0,1,184,176,8,0,0,0,0
3100100017W,3,3100100017W,760,241,494,935,284,626,859,196,603,648,247,376,646,235,411,521,0,521,853,246,574,2396,2134,175,23,52,7,3,23,28,0,7,0,2782,2407,245,68,81,11,11,0,0,2443,2200,169,21,23,15,3,21,3,0,3,11,0,2827,2465,261,51,62,15,14,32,1,0,2,0,64,2687,2403,193,50,31,18,2,0,0,2232,2033,128,40,24,14,1,0,0,2079,1750,220,56,19,3,1,2,28,2630,2093,381,79,36,35,8,2079,1750,220,60,22,20,6
31055005-35,1,31055005-35,1355,546,778,1652,802,822,1479,420,993,1212,485,698,1213,528,685,890,0,890,1413,539,792,1624,1429,101,3,48,9,14,3,32,0,18,0,2538,2070,286,3,107,21,54,0,0,1601,1415,97,10,26,22,8,3,15,0,8,21,0,2568,2126,238,33,73,43,53,3,64,0,9,0,120,2656,2272,104,33,235,19,0,0,0,1647,1422,58,17,140,10,0,0,0,2001,1627,100,33,179,0,4,11,47,2866,2278,149,76,283,51,12,2001,1627,100,46,190,18,9
31055005-26,1,31055005-26,733,314,404,878,441,424,784,244,494,667,297,358,668,309,359,492,0,492,768,302,425,1476,1393,35,6,38,10,0,4,10,0,0,0,1860,1616,103,5,125,9,0,0,0,1420,1255,114,31,13,10,0,29,10,0,0,0,0,1919,1473,349,31,57,8,0,29,51,0,0,0,15,1744,1580,68,44,47,7,3,0,0,1292,1186,37,29,35,4,1,0,0,1289,1110,73,13,34,1,2,4,52,1622,1332,127,61,62,26,3,1289,1110,73,28,42,19,2
3105100006P,3,3105100006P,265,42,212,333,53,266,312,45,234,221,25,183,221,41,180,201,0,201,279,45,219,400,387,7,0,8,6,0,0,8,3,0,0,502,479,8,6,9,4,0,0,0,430,410,12,0,9,6,0,0,9,3,0,0,0,546,504,31,9,9,4,0,0,9,3,0,0,9,570,538,22,2,1,5,0,0,0,411,398,9,0,1,3,0,0,0,415,383,22,1,0,1,0,0,8,510,456,41,2,1,6,3,415,383,22,2,1,4,1
3109500007P,3,3109500007P,306,82,219,330,84,241,313,52,246,288,86,189,282,85,197,227,0,227,318,59,236,386,373,3,1,1,6,0,1,1,0,0,0,471,444,9,6,1,7,0,0,0,381,364,5,1,2,9,0,1,2,0,0,0,0,457,435,7,4,2,10,0,1,2,0,0,0,10,532,523,2,2,1,4,0,0,0,426,419,2,2,0,3,0,0,0,379,362,5,2,2,0,0,0,8,463,440,5,3,2,9,0,379,362,5,2,2,5,0
3100100008W,3,3100100008W,764,217,533,918,288,617,822,146,627,686,222,452,684,213,471,551,0,551,830,221,557,1008,938,53,14,0,3,0,14,0,3,0,0,1333,1124,155,58,0,2,0,0,0,935,878,23,33,0,3,0,33,0,3,0,0,0,1181,1022,50,108,0,2,0,42,0,2,0,0,65,1462,1413,17,5,24,4,0,0,0,1133,1109,7,1,13,2,0,0,0,1172,1068,53,0,27,2,3,0,19,1548,1393,73,7,44,22,4,1172,1068,53,0,30,15,3
3109900014P,3,3109900014P,416,99,307,538,132,395,508,86,393,355,99,247,354,101,253,303,0,303,449,100,317,692,657,41,1,0,1,0,1,0,1,0,0,965,849,119,1,0,1,0,0,0,717,668,49,1,0,1,0,1,0,1,0,0,0,998,862,137,1,0,1,0,1,0,1,0,0,0,1012,950,52,2,10,5,0,0,0,812,771,31,2,8,5,0,0,0,880,810,40,0,5,0,0,1,24,1215,1089,90,6,7,18,3,880,810,40,4,6,13,1
3109900003P,3,3109900003P,95,13,80,110,18,90,98,8,85,90,16,72,90,13,77,81,0,81,103,12,86,122,121,1,0,0,0,0,0,0,0,0,0,158,156,3,0,1,0,0,0,0,106,105,1,0,0,0,0,0,0,0,0,0,0,133,133,1,0,0,0,0,0,0,0,0,0,0,155,153,1,1,0,0,0,0,0,128,126,1,1,0,0,0,0,0,98,84,11,0,0,1,0,0,2,136,116,17,0,0,1,0,98,84,11,0,0,1,0
3116700011P,3,3116700011P,58,9,48,61,9,50,56,5,48,53,7,45,53,11,42,42,0,42,73,9,59,75,73,1,0,0,0,0,0,0,0,0,0,101,100,1,0,0,0,0,0,0,72,69,1,0,0,1,0,0,0,0,0,0,0,99,98,1,0,0,1,0,0,0,0,0,0,1,113,110,2,0,1,0,0,0,0,88,86,1,0,1,0,0,0,0,72,71,0,0,0,0,0,0,1,101,97,2,0,0,1,0,72,71,0,0,0,1,0
31009000001,3,31009000001,278,35,237,317,35,280,291,35,222,263,34,223,264,49,215,210,0,210,316,30,276,375,375,0,0,0,0,0,0,0,0,0,0,477,477,0,0,0,0,0,0,0,380,380,0,0,0,0,0,0,0,0,0,0,0,467,467,0,0,0,0,0,0,0,0,0,0,0,478,474,0,1,0,3,0,0,0,361,359,0,1,0,1,0,0,0,343,329,2,0,1,0,0,0,11,431,397,11,6,7,19,2,343,329,2,3,4,10,1
3107700001P,3,3107700001P,196,37,157,239,45,192,226,27,187,192,37,148,195,43,152,157,0,157,194,37,154,376,369,0,3,0,3,0,3,0,3,0,0,492,482,0,10,0,4,0,0,0,428,416,3,3,0,5,0,3,0,3,0,0,0,556,540,4,7,0,10,0,4,0,4,0,2,10,555,545,5,1,0,4,0,0,0,418,411,3,1,0,3,0,0,0,365,356,6,0,0,0,0,0,3,514,489,20,3,1,3,2,365,356,6,3,1,2,1
3107900029P,3,3107900029P,275,59,214,188,58,128,176,49,119,328,60,258,329,74,255,279,0,279,357,53,291,541,512,23,9,0,4,0,0,0,0,0,0,706,652,35,28,0,4,0,0,0,550,531,17,9,0,4,0,0,0,0,0,0,0,685,664,16,18,0,4,0,0,0,0,0,0,14,688,665,21,1,0,0,0,0,0,522,510,12,0,0,0,0,0,0,504,487,7,1,2,1,0,0,6,629,601,12,5,3,5,0,504,487,7,2,3,3,0
3107300002P,3,3107300002P,365,50,310,413,67,342,401,23,354,346,42,293,343,51,292,295,0,295,383,56,304,676,634,28,4,4,0,4,4,4,0,0,0,828,725,70,10,18,9,9,0,0,565,529,25,4,10,0,4,4,10,0,4,0,0,707,633,62,5,11,2,5,4,8,1,4,0,5,812,763,29,7,2,12,0,0,0,608,585,15,3,1,4,0,0,0,595,558,13,1,6,0,0,0,17,777,714,34,6,14,12,6,595,558,13,5,10,9,6
3110900192P,1,3110900192P,648,222,412,747,263,470,709,164,509,585,228,338,583,228,355,437,0,437,602,144,423,908,880,14,0,6,4,0,0,6,0,0,0,1312,1251,26,2,17,7,0,0,0,974,928,24,0,10,3,0,0,10,0,0,5,0,1434,1336,37,4,35,8,1,0,31,0,0,13,11,1022,994,9,4,11,4,0,0,0,784,767,7,2,6,4,0,0,0,893,835,15,3,8,1,0,4,27,1130,1040,26,16,20,29,0,893,835,15,5,13,27,0
3104100016P,3,3104100016P,33,0,33,0,0,0,0,0,0,50,0,48,49,1,48,44,0,44,54,3,51,75,72,1,1,1,0,0,1,0,0,0,0,100,94,3,1,1,0,0,0,0,76,73,1,1,1,0,0,1,0,0,0,0,0,97,94,2,2,1,0,0,1,0,0,0,0,2,93,93,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,81,76,2,0,0,0,0,0,3,100,93,3,1,0,4,0,81,76,2,1,0,3,0
3111100019P,3,3111100019P,457,125,318,552,170,372,537,125,386,375,106,243,371,120,251,298,0,298,566,135,391,1305,1101,137,13,32,18,0,13,32,3,0,0,1771,1307,219,99,135,34,0,0,0,1115,972,105,35,0,0,0,35,0,0,0,0,0,1598,1234,258,67,41,23,0,67,41,0,0,0,0,1829,1527,205,56,23,34,6,0,0,1399,1226,111,28,15,22,5,0,0,1483,1137,165,69,70,2,0,3,37,1890,1378,262,123,92,46,0,1483,1137,165,82,72,36,0
3104100019P,3,3104100019P,89,18,70,151,25,124,150,21,121,66,11,51,67,17,50,53,0,53,79,19,59,105,105,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,120,119,1,0,0,0,0,0,0,0,0,0,0,140,138,2,0,0,0,0,0,0,0,0,0,0,153,151,1,0,0,1,0,0,0,116,115,1,0,0,0,0,0,0,112,110,1,0,0,0,0,0,1,128,126,1,0,0,1,0,112,110,1,0,0,1,0
3104100027P,3,3104100027P,43,3,40,48,3,45,47,2,44,35,4,31,37,4,33,33,0,33,46,3,42,75,75,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,82,82,0,0,0,0,0,0,0,0,0,0,0,99,98,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,78,78,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,92,92,0,0,0,0,0,63,63,0,0,0,0,0
3114500004P,3,3114500004P,212,22,187,232,22,207,225,20,192,214,29,171,214,34,180,186,0,186,250,16,221,345,332,9,0,0,1,0,0,0,0,0,0,471,452,18,0,0,1,0,0,0,370,349,19,0,0,1,0,0,0,0,0,0,0,547,504,42,0,0,13,0,0,0,0,0,0,1,409,399,8,0,0,4,0,0,0,327,320,5,0,0,3,0,0,0,304,289,7,0,0,1,0,0,7,380,361,7,2,0,5,0,304,289,7,2,0,1,0
31153000012,2,31153000012,1549,541,959,1999,806,1127,1866,525,1244,1323,447,830,1319,511,808,1037,0,1037,1520,462,947,2573,2141,144,124,80,40,0,109,80,30,50,0,3597,2822,208,362,257,123,0,0,0,2477,2020,158,129,60,35,0,114,60,25,0,75,0,3400,2591,239,458,247,112,0,225,66,47,0,0,231,2621,2237,145,164,63,33,11,0,0,1841,1629,78,89,36,18,3,0,0,2937,2375,187,159,84,8,2,10,112,3986,3115,281,340,195,84,9,2937,2375,187,201,136,45,6
3111100021P,3,3111100021P,438,106,321,515,122,386,499,78,378,390,98,273,387,107,280,325,0,325,478,108,341,1050,948,56,4,22,21,1,4,22,7,0,0,1362,1107,89,63,90,25,0,0,0,1067,968,39,1,45,15,3,1,44,10,3,0,0,1311,1156,64,15,72,21,2,5,45,17,2,0,27,1335,1251,60,11,5,10,1,0,0,1128,1079,35,4,5,5,0,0,0,981,861,49,16,6,8,0,2,39,1191,1007,80,36,13,38,1,981,861,49,22,9,32,1
3102500019P,2,3102500019P,714,177,517,862,235,611,811,125,643,630,166,440,635,180,455,489,0,489,710,175,504,875,815,36,1,0,1,9,1,0,0,12,0,1188,1048,89,3,26,2,40,0,0,821,764,28,1,0,2,12,1,0,0,12,12,0,1086,948,83,3,28,2,40,3,5,0,12,6,32,1139,1103,9,3,10,8,4,0,0,872,852,6,2,3,5,2,0,0,1003,935,27,5,6,0,1,0,29,1265,1166,37,19,17,19,1,1003,935,27,9,8,14,1
3100100005W,3,3100100005W,93,26,64,111,32,77,106,21,77,77,26,47,77,26,51,62,0,62,109,29,75,217,183,31,1,1,0,0,0,1,0,1,0,283,232,43,6,3,0,2,0,0,220,168,51,1,1,0,0,0,1,0,0,0,0,274,197,73,4,0,0,0,0,0,0,0,0,4,291,197,75,2,13,12,0,0,0,201,150,38,2,7,9,0,0,0,235,151,62,3,4,6,0,0,9,309,197,88,4,6,12,0,235,151,62,4,6,12,0
3111100031P,3,3111100031P,670,166,487,817,207,596,795,152,593,569,156,384,569,163,406,465,0,465,763,167,543,1269,1099,161,9,0,0,0,9,0,0,0,0,1584,1326,234,117,0,0,0,0,0,1324,1064,205,12,39,0,0,12,39,0,0,0,0,1734,1277,311,131,107,0,0,35,40,0,0,0,69,1587,1447,111,19,5,8,2,0,0,1156,1084,55,11,3,4,1,0,0,1255,1138,73,6,10,3,0,1,24,1635,1461,106,26,19,21,0,1255,1138,73,8,12,18,0
31019000002,3,31019000002,673,220,426,817,286,512,767,169,535,587,203,357,584,227,357,457,0,457,691,204,440,1049,964,28,11,39,6,0,11,39,2,0,0,1395,1239,64,11,77,7,0,0,0,1321,1243,31,11,33,7,0,11,28,0,0,0,0,1596,1472,53,11,52,7,0,11,49,0,0,0,11,1167,1095,38,13,15,8,0,0,0,857,811,24,8,11,4,0,0,0,1094,977,64,3,21,2,0,5,22,1481,1304,108,13,29,24,0,1094,977,64,6,26,15,0
31055004-20,1,31055004-20,846,354,471,952,433,496,844,244,550,793,348,435,793,368,425,563,0,563,903,358,493,1292,1147,138,1,1,5,0,1,1,0,0,0,1853,1574,262,9,1,5,0,0,0,1340,1191,128,11,3,1,0,11,3,0,0,0,0,1895,1625,227,38,3,1,0,35,3,0,0,0,4,1595,1398,105,51,32,12,3,0,0,1261,1139,69,25,21,8,2,0,0,1238,1032,96,26,20,5,3,9,47,1610,1258,180,78,57,29,7,1238,1032,96,43,30,21,4
3105300014P,2,3105300014P,608,211,386,763,300,452,703,152,514,519,164,344,523,208,315,420,0,420,645,248,380,1104,1076,12,11,3,3,0,1,3,0,0,0,1474,1412,41,10,8,3,0,0,0,1118,1095,10,0,10,5,0,0,10,0,0,0,0,1609,1524,64,1,18,4,0,1,18,0,0,0,4,1203,1080,85,20,20,21,6,0,0,937,886,35,5,9,9,3,0,0,1040,962,59,0,5,1,0,1,12,1381,1248,98,9,6,27,0,1040,962,59,3,5,12,0
3108500002P,3,3108500002P,149,10,137,175,7,165,165,11,150,129,10,116,128,10,118,110,0,110,176,7,167,227,221,12,0,0,0,0,0,0,0,0,0,306,284,25,0,0,0,0,0,0,230,224,7,0,0,1,0,0,0,1,0,0,0,305,284,22,0,0,1,0,0,0,1,0,0,0,329,315,13,0,0,1,0,0,0,247,235,11,0,0,1,0,0,0,237,208,20,0,0,2,0,0,7,301,264,28,2,2,4,1,237,208,20,2,2,4,1
3102300011P,2,3102300011P,235,35,197,284,38,238,274,27,234,221,34,177,224,44,180,188,0,188,249,28,216,346,343,4,0,0,4,0,0,0,4,0,0,431,415,8,0,5,7,0,0,0,345,336,0,0,0,5,0,0,0,0,0,0,0,442,430,5,0,2,5,0,0,2,0,0,0,7,448,444,4,0,0,0,0,0,0,341,338,3,0,0,0,0,0,0,341,323,10,2,0,0,0,1,5,425,398,17,3,0,3,0,341,323,10,3,0,3,0
